EX_gln_e,0
EX_dgalctn_e,0
EX_c140_e,0
EX_15dap_e,0
EX_3hbenzot_e,0
EX_glycolate_e,0
EX_acac_e,0
EX_fum_e,0
EX_dmet_e,0
EX_ac_e,0
EX_c180_e,0
EX_imal_e,0
EX_dc_e,0
EX_rmn_e,0
EX_cytd_e,0
EX_llac_e,0
EX_crn_e,0
EX_thiamin_e,0
EX_2hba_e,0
EX_fe2_e,0
EX_BIOMASS_c,0
EX_phe_e,0
EX_2pg_e,0
EX_val_e,0
EX_thymd_e,0
EX_ala_e,0
EX_3hcinnm_e,0
EX_mg2_e,0
EX_idon_e,0
EX_gbbtn_e,0
EX_cit_e,0
EX_da_e,0
EX_catech_e,0
EX_adn_e,0
EX_glu_e,0
EX_benzot_e,0
EX_gly_e,0
EX_pi_e,0
EX_gsn_e,0
EX_phenol_e,0
EX_tsul_e,0
EX_cobalt2_e,0
EX_tartr_e,0
EX_maltpt_e,0
EX_cys_e,0
EX_pyr_e,0
EX_du_e,0
EX_icit_e,0
EX_gn_e,0
EX_naga_e,0
EX_sprmd_e,0
EX_ct_e,0
EX_cl_e,0
EX_adip_e,0
EX_urocan_e,0
EX_mlt_e,0
EX_gam_e,0
EX_k_e,0
EX_mclact_e,0
EX_pbhb_e,0
EX_galt_e,0
EX_asp_e,0
EX_mlthx_e,0
EX_dg_e,0
EX_cbl1_e,0
EX_met_e,0
EX_fe3_e,0
EX_cynt_e,0
EX_uri_e,0
EX_succ_e,0
EX_4hbt_e,0
EX_dgluc_e,0
EX_sot_e,0
EX_acal_e,0
EX_tre_e,0
EX_gensa_e,0
EX_no2_e,0
EX_urea_e,0
EX_ad_e,0
EX_meli_e,0
EX_ascb_e,0
EX_ura_e,0
EX_asn_e,0
EX_his_e,0
EX_g6p_e,0
EX_1boh_e,0
EX_ins_e,0
EX_pppn_e,0
EX_dala_e,0
EX_din_e,0
EX_nadma_e,0
EX_butn_e,0
EX_mlttr_e,0
EX_12ppd-S_e,0
EX_obut_e,0
EX_so4_e,0
EX_nac_e,0
EX_ile_e,0
EX_glyc3p_e,0
EX_orn_e,0
EX_tolen_e,0
EX_arg_e,0
EX_3hpppn_e,0
EX_naneu_e,0
EX_aso3_e,0
EX_thr_e,0
EX_fru_e,0
EX_fuc_e,0
EX_rib_e,0
EX_gl_e,0
EX_ccmuc_e,0
EX_aobzac_e,0
EX_dgal_e,0
EX_3pg_e,0
EX_namn_e,0
EX_gaba_e,0
EX_pro_e,0
EX_larabinose_e,0
EX_formate_e,0
EX_c160_e,0
EX_4hpheac_e,0
EX_mltttr_e,0
EX_pac_e,0
EX_fuc1p_e,0
EX_nh4_e,0
EX_r3hbn_e,0
EX_an_e,0
EX_man6p_e,0
EX_mnt_e,0
EX_glx_e,0
EX_4flthr_e,0
EX_6chq_e,0
EX_co2_e,0
EX_acon-C_e,0
EX_lys_e,0
EX_na_e,100
EX_knt_e,0
EX_4flrbz_e,0
EX_ppa_e,0
EX_bp23d_e,0
EX_pnto_e,0
EX_ptrc_e,0
EX_o2_e,0
EX_gluc_e,0
EX_man_e,0
EX_mal_e,0
EX_taur_e,0
EX_26dap-M_e,0
EX_leu_e,0
EX_kdg_e,0
EX_trp_e,0
EX_lac_e,0
EX_choline_e,0
EX_ser_e,0
EX_xan_e,0
EX_glyn_e,0
EX_34dhb_e,0
EX_t3_e,0
EX_lactose_e,0
EX_c181_e,0
EX_kn_e,0
EX_eth_e,0
EX_glyb_e,0
EX_indole_e,0
EX_dser_e,0
EX_tyr_e,0
EX_no3_e,0
EX_mobd_e,0
EX_bzald_e,0
EX_4cresol_e,0
EX_h2o_e,0
EX_hyxn_e,0
EX_alltn_e,0
EX_h_e,0
EX_4hb_e,0
EX_xtsine_e,0
